Algorithm,Set,RMSE,IFT_Actual,IFT_Prediction,Residual,Standarized,Set Overall Results,R,RMSE,
SVM,Testing,1.141162055,4.7,3.631748131,1.068251869,0.334779295,,,,
SVM,Testing,0.808482675,20.651,19.75184335,0.899156647,0.285785952,,,,
SVM,Testing,23.30955866,18.029,13.20100262,4.827997376,1.424121134,,,,
SVM,Testing,0.014797395,10.394,10.27235546,0.121644542,0.060511006,,,,
SVM,Testing,31.89869464,36.416,42.06389294,-5.647892938,-1.611144312,,,,
SVM,Testing,1.135957408,26.2,25.13418697,1.065813027,0.334072669,,,,
SVM,Testing,0.9273908,22.3,21.33698868,0.963011319,0.304287089,,,,
SVM,Testing,0.031975333,7.4,7.221183522,0.178816478,0.077075899,,,,
SVM,Testing,17.42421317,1.85,6.024232046,-4.174232046,-1.18416848,,,,
SVM,Testing,1.012523843,2.55,3.556242438,-1.006242438,-0.266280921,,,,
SVM,Testing,49.78934972,4.131,11.18715687,-7.056156866,-2.019172147,,,,
SVM,Testing,7.823333542,14.82,17.61702226,-2.797022263,-0.785138217,,,,
SVM,Testing,39.96733587,7.9,14.22197247,-6.321972467,-1.806450891,,,,
SVM,Testing,4.154794037,19.2,21.23833119,-2.038331189,-0.565316442,,,,
SVM,Testing,1.142264914,4.8,3.731232058,1.068767942,0.334928821,,,,
SVM,Testing,35.64688643,5.4,-0.570501355,5.970501355,1.755148163,,,,
SVM,Testing,4.148194108,7.05,5.013288408,2.036711592,0.615379057,,,,
SVM,Testing,0.620846345,18.34,19.12793803,-0.787938034,-0.203029799,,,,
SVM,Testing,65.9662943,18.749,10.6270363,8.121963697,2.378508958,,,,
SVM,Testing,0.754481861,3.06,2.191390847,0.868609153,0.276935177,,,,
SVM,Testing,3.969530482,14.923,16.91536806,-1.992368059,-0.551999168,,,,
SVM,Testing,4.148194108,7.05,5.013288408,2.036711592,0.615379057,,,,
SVM,Testing,13.30186835,16,19.64717265,-3.647172652,-1.031459248,,,,
SVM,Testing,26.64472167,17,22.16185254,-5.161852542,-1.47031985,,,,
SVM,Testing,30.90671746,9.3,14.85938103,-5.559381032,-1.585499033,,,,
SVM,Testing,39.88515387,12.75596197,6.440492563,6.31546941,1.855098582,,,,
SVM,Testing,0.136449777,14.067,13.69760891,0.36939109,0.132292641,,,,
SVM,Testing,104.3553881,19.98,9.7645515,10.2154485,2.985071445,,,,
SVM,Testing,17.78843503,10,5.782366182,4.217633818,1.247275505,,,,
SVM,Testing,4.019335261,21.9,19.89517201,2.004827988,0.60614116,,,,
SVM,Testing,0.422714391,13.35,12.6998351,0.650164895,0.213643534,,,,
SVM,Testing,4.258989543,9.13,7.066268054,2.063731946,0.623207885,,,,
SVM,Testing,2.335228026,13.246,11.71785471,1.528145289,0.46802798,,,,
SVM,Testing,0.932914506,12.85755696,13.82343196,-0.965874995,-0.254584931,,,,
SVM,Testing,18.56014963,20,24.30814921,-4.308149212,-1.222969396,,,,
SVM,Testing,16.40814355,11.55,15.60069667,-4.050696674,-1.148375565,,,,
SVM,Testing,0.016222537,11.27,11.39736772,-0.127367722,-0.011637356,,,,
SVM,Val,18.37959388,7.05,2.762857143,4.287142857,1.267414927,,,,
SVM,Val,0,30,30,0,0.025265937,,,,
SVM,Val,3.188821893,16.042,14.25627273,1.785727273,0.542659316,,,,
SVM,Val,0,6.2,6.2,0,0.025265937,,,,
SVM,Val,0,16.55,16.55,0,0.025265937,,,,
SVM,Val,9.525079347,11.17,14.25627273,-3.086272727,-0.868945121,,,,
SVM,Val,0.097084174,12.906,12.59441667,0.311583333,0.115543527,,,,
SVM,Val,0.075625,4.8,4.525,0.275,0.104943938,,,,
SVM,Val,41.6600528,4.249,10.70345992,-6.454459916,-1.844837564,,,,
SVM,Val,0.5184,2.56,3.28,-0.72,-0.183345556,,,,
SVM,Val,0.583696,1.23,1.994,-0.764,-0.196094036,,,,
SVM,Val,81,17.5,26.5,-9,-2.582377728,,,,
SVM,Val,0.498906778,8.923,8.216666667,0.706333333,0.229917675,,,,
SVM,Val,3.968064,28.438,26.446,1.992,0.602424402,,,,
SVM,Val,48.60762201,8.127,15.09891667,-6.971916667,-1.994764544,,,,
SVM,Val,39.00005186,36.416,42.66100215,-6.24500215,-1.784149651,,,,
SVM,Val,7.226777671,3.4,6.088266667,-2.688266667,-0.753627568,,,,
SVM,Val,0.041209,9.533,9.736,-0.203,-0.033550915,,,,
SVM,Val,10.78027778,11.5,8.216666667,3.283333333,0.976572978,,,,
SVM,Val,2.680236735,4.4,2.762857143,1.637142857,0.499608737,,,,
SVM,Val,0.009517361,12.85755696,12.76,0.097556962,0.053531914,,,,
SVM,Val,0.119025,2.75,2.405,0.345,0.125225611,,,,
SVM,Val,0.7225,2.43,3.28,-0.85,-0.22101152,,,,
SVM,Val,5.515116755,8.756,6.407571429,2.348428571,0.705695369,,,,
SVM,Val,0.667897562,16.291,17.10825,-0.81725,-0.211522595,,,,
SVM,Val,6.163160898,3.925,6.407571429,-2.482571429,-0.694029803,,,,
SVM,Val,4.143599507,14.63,12.59441667,2.035583333,0.615052158,,,,
SVM,Val,0.099225,14.35,14.665,-0.315,-0.066001591,,,,
SVM,Val,2.9929,14.82,16.55,-1.73,-0.475981123,,,,
SVM,Val,2.053079592,1.33,2.762857143,-1.432857143,-0.389887491,,,,
SVM,Val,4.386581174,10.5,12.59441667,-2.094416667,-0.581566547,,,,
SVM,Val,21.50309388,7.4,2.762857143,4.637142857,1.368823292,,,,
SVM,Val,14.37724167,9.88,6.088266667,3.791733333,1.123875871,,,,
SVM,Val,21.50309388,7.4,2.762857143,4.637142857,1.368823292,,,,
SVM,Val,0.348774612,5.817,6.407571429,-0.590571429,-0.145845157,,,,
SVM,Val,0.366327563,16.503,17.10825,-0.60525,-0.150098099,,,,
SVM,Val,2.680236735,4.4,2.762857143,1.637142857,0.499608737,,,,
SVM,Val,0.030625,4.7,4.525,0.175,0.075970119,,,,
SVM,Val,0.002642731,21.32,21.3714075,-0.0514075,0.010371221,,,,
SVM,Val,0.330625,15.1,15.675,-0.575,-0.141333519,,,,
SVM,Val,52.345225,2.215,9.45,-7.235,-2.070989832,,,,
SVM,Val,5.625119004,8.46,6.088266667,2.371733333,0.712447648,,,,
SVM,Val,22.1841,4.4,9.11,-4.71,-1.339400914,,,,
Algorithm,Set,RMSE,IFT_Actual,IFT_Prediction,Residual,Standarized,Set Overall Results,R,RMSE,
ANN,Training,1.09660283,25,26.04718806,-1.047188058,-0.531055476,Training,0.985360787,1.521377074,
ANN,Training,0.000443523,18.4,18.42105998,-0.021059981,-0.001783217,Testing,0.942870932,2.447429496,
ANN,Training,0.010708507,14.928,14.82451808,0.103481919,0.062454936,Validation,0.941212626,2.697583105,
ANN,Training,0.153723858,1.43,1.822076342,-0.392076342,-0.193151792,,,,
ANN,Training,0.016343207,0.92,1.047840553,-0.127840553,-0.056860157,,,,
ANN,Training,0.003282974,2.64,2.582702759,0.057297241,0.038633087,,,,
ANN,Training,0.074014166,8.4,8.127944553,0.272055447,0.149404406,,,,
ANN,Training,0.061438662,10.129,10.37686824,-0.247868236,-0.118769897,,,,
ANN,Training,0.176495163,34.2,34.62011327,-0.420113274,-0.207613115,,,,
ANN,Training,0.424815548,19.2,18.54822124,0.651778757,0.345263986,,,,
ANN,Training,0.26663375,13.35,12.83363409,0.516365907,0.275418646,,,,
ANN,Training,0.027527514,29,28.83408582,0.165914178,0.094657216,,,,
ANN,Training,0.00943421,1.43,1.52712986,-0.09712986,-0.041019719,,,,
ANN,Training,0.056108933,1.7,1.463126758,0.236873242,0.131257583,,,,
ANN,Training,0.153723858,1.43,1.822076342,-0.392076342,-0.193151792,,,,
ANN,Training,0.026194954,8.54,8.378151448,0.161848552,0.092560184,,,,
ANN,Training,15.24592171,21.64,17.73539737,3.904602632,2.023055949,,,,
ANN,Training,0.182039546,11.3,10.87333907,0.426660927,0.229149219,,,,
ANN,Training,0.049062638,17.45,17.22849912,0.221500876,0.123328585,,,,
ANN,Training,0.002124986,11.523,11.56909757,-0.046097572,-0.014697494,,,,
ANN,Training,0.000375968,1.9,1.919389907,-0.019389907,-0.0009218,,,,
ANN,Training,0.044617947,9.724,9.512770392,0.211229608,0.118030711,,,,
ANN,Training,0.000581914,19.173,19.14887711,0.024122888,0.021521904,,,,
ANN,Training,0.176495163,34.2,34.62011327,-0.420113274,-0.207613115,,,,
ANN,Training,34.61943932,26.5,20.61617137,5.883828628,3.043931839,,,,
ANN,Training,1.138005975,3.7,4.766773629,-1.066773629,-0.541157625,,,,
ANN,Training,0.06307334,20,20.25114406,-0.251144063,-0.120459554,,,,
ANN,Training,1.09660283,25,26.04718806,-1.047188058,-0.531055476,,,,
ANN,Training,0.031368876,10.07,9.892887391,0.177112609,0.100433316,,,,
ANN,Training,2.735783332,14,12.34597965,1.654020354,0.862215706,,,,
ANN,Training,15.24592171,21.64,17.73539737,3.904602632,2.023055949,,,,
ANN,Training,0.061645559,5.8,5.551714763,0.248285237,0.137143839,,,,
ANN,Training,0.020553086,21.06,20.91663653,0.143363474,0.083025663,,,,
ANN,Training,1.09660283,25,26.04718806,-1.047188058,-0.531055476,,,,
ANN,Training,1.143388446,8.923,9.992293433,-1.069293433,-0.542457329,,,,
ANN,Training,0.369200545,21.05,20.44238125,0.60761875,0.322486452,,,,
ANN,Training,0.054997776,1.05,0.815483955,0.234516045,0.130041751,,,,
ANN,Training,8.972405395,14.74,17.73539737,-2.995397368,-1.535933099,,,,
ANN,Training,8.953624607,26.2,23.20773921,2.992260785,1.552474117,,,,
ANN,Training,0.003895747,20.8,20.86241592,-0.062415916,-0.023114423,,,,
ANN,Training,0.008888787,4.7,4.605719635,0.094280365,0.057708816,,,,
ANN,Training,3.4356274,28,26.14645545,1.85354455,0.965129391,,,,
ANN,Training,0.000375968,1.9,1.919389907,-0.019389907,-0.0009218,,,,
ANN,Training,0.004465269,1.13,1.063177332,0.066822668,0.043546259,,,,
ANN,Training,0.000911864,12.76,12.72980292,0.030197078,0.024654944,,,,
ANN,Training,0.193413026,3.558,3.997787478,-0.439787478,-0.217760981,,,,
ANN,Training,8.566973762,10.86,13.78693932,-2.926939316,-1.500622742,,,,
ANN,Training,0.205184846,16.1,15.64702666,0.452973339,0.242721043,,,,
ANN,Training,1.43159E-07,31.13,31.13037836,-0.000378364,0.008884269,,,,
ANN,Training,0.001224272,6.2,6.165010405,0.034989595,0.027126903,,,,
ANN,Training,0.000945537,1.75,1.780749592,-0.030749592,-0.006781075,,,,
ANN,Training,0.00943421,1.43,1.52712986,-0.09712986,-0.041019719,,,,
ANN,Training,0.049439189,28.27,28.49234925,-0.222349251,-0.105607319,,,,
ANN,Training,0.05496484,10.33,10.56444581,-0.234445814,-0.111846672,,,,
ANN,Training,1.612899661,12.879,11.60900013,1.269999866,0.664139661,,,,
ANN,Training,0.033272319,19.271,19.45340702,-0.182407015,-0.085005293,,,,
ANN,Training,9.36675474,28.438,25.37748456,3.060515437,1.58767956,,,,
ANN,Training,0.457287967,22.3,21.62376929,0.676230706,0.357876191,,,,
ANN,Training,0.243582335,12.091,11.59745939,0.493540612,0.26364546,,,,
ANN,Training,0.007419245,21.424,21.51013504,-0.086135041,-0.035348641,,,,
ANN,Training,0.022506435,30,30.15002145,-0.150021447,-0.068300963,,,,
ANN,Training,1.114667789,5.641,6.696778286,-1.055778286,-0.535486277,,,,
ANN,Training,2.182898314,17.95,19.42746347,-1.477463473,-0.752989605,,,,
ANN,Training,0.593889783,7.69,8.460642448,-0.770642448,-0.388414491,,,,
ANN,Training,0.222658147,13.38,13.85186666,-0.471866662,-0.234307281,,,,
ANN,Training,0.061645559,5.8,5.551714763,0.248285237,0.137143839,,,,
ANN,Training,0.011060171,12.51,12.61516735,-0.105167348,-0.045165419,,,,
ANN,Training,0.329785744,1.6,1.025730252,0.574269748,0.305285187,,,,
ANN,Training,0.013163304,16.509,16.62373144,-0.114731441,-0.050098536,,,,
ANN,Training,1.138005975,3.7,4.766773629,-1.066773629,-0.541157625,,,,
ANN,Training,0.031368876,10.07,9.892887391,0.177112609,0.100433316,,,,
ANN,Training,0.086845157,9.3,9.594695024,-0.294695024,-0.142922944,,,,
ANN,Training,0.176495163,34.2,34.62011327,-0.420113274,-0.207613115,,,,
ANN,Training,0.093001665,17.1,16.79503826,0.304961743,0.166377326,,,,
ANN,Training,0.101844854,9.212,9.531131406,-0.319131406,-0.155527121,,,,
ANN,Training,18.80680636,28.312,23.97531851,4.336681491,2.245920286,,,,
ANN,Training,28.47744621,15.2,20.53642635,-5.336426352,-2.743425347,,,,
ANN,Training,0.121643912,9.45,9.798774872,-0.348774872,-0.170817088,,,,
ANN,Training,0.377810117,18.52,17.9053374,0.614662605,0.326119641,,,,
ANN,Training,9.141651789,31.8,28.77648354,3.023516461,1.568595654,,,,
ANN,Training,3.836724393,10.91,8.951244172,1.958755828,1.019396896,,,,
ANN,Training,0.460737196,16.32,16.99877625,-0.678776249,-0.341030317,,,,
ANN,Training,0.011775518,4.7,4.808515059,-0.108515059,-0.046892154,,,,
ANN,Training,0.922516336,13.7,14.66047714,-0.96047714,-0.486330373,,,,
ANN,Training,0.008888787,4.7,4.605719635,0.094280365,0.057708816,,,,
ANN,Training,0.03491554,1.33,1.516857003,-0.186857003,-0.087300577,,,,
ANN,Training,0.457287967,22.3,21.62376929,0.676230706,0.357876191,,,,
ANN,Training,1.138005975,3.7,4.766773629,-1.066773629,-0.541157625,,,,
ANN,Training,1.031191078,2.824,1.808524211,1.015475789,0.532857284,,,,
ANN,Training,1.16112015,7.9,6.822447148,1.077552852,0.564876354,,,,
ANN,Training,0.182039546,11.3,10.87333907,0.426660927,0.229149219,,,,
ANN,Training,42.06035939,19.66,26.14539585,-6.485395855,-3.336058662,,,,
ANN,Training,0.07976248,27.4,27.11757748,0.28242252,0.154751696,,,,
ANN,Training,0.149458993,9.906,10.29259927,-0.386599266,-0.19032674,,,,
ANN,Training,0.002207467,16.58,16.62698369,-0.046983685,-0.015154547,,,,
ANN,Training,0.010275409,19,19.10136769,-0.101367695,-0.043205575,,,,
ANN,Training,2.34202492,31.13,29.59963242,1.530367577,0.798436158,,,,
ANN,Training,0.013065751,10.79,10.90430552,-0.114305516,-0.049878845,,,,
ANN,Training,0.047487921,15.22,15.43791723,-0.217917234,-0.103321305,,,,
ANN,Training,0.255385076,12.776,12.27064362,0.505356385,0.269739983,,,,
ANN,Training,2.617399429,6.75,8.367837887,-1.617837887,-0.825394098,,,,
ANN,Training,11.11075015,8.977,5.643720811,3.333279189,1.72836988,,,,
ANN,Training,0.113135208,6.1,6.436355775,-0.336355775,-0.164411373,,,,
ANN,Training,0.05496484,10.33,10.56444581,-0.234445814,-0.111846672,,,,
ANN,Training,2.287526907,17.417,15.90454276,1.512457242,0.789198087,,,,
ANN,Training,0.003895747,20.8,20.86241592,-0.062415916,-0.023114423,,,,
ANN,Training,0.002147146,9.11,9.06366269,0.04633731,0.032980004,,,,
ANN,Training,4.541599802,7.205,9.336102954,-2.131102954,-1.090133917,,,,
ANN,Training,0.000448548,23.2,23.17882105,0.021178953,0.020003436,,,,
ANN,Training,2.806136038,5.971,7.646152542,-1.675152542,-0.85495674,,,,
ANN,Training,0.00016294,24.5,24.4872352,0.012764799,0.015663453,,,,
ANN,Training,0.113135208,6.1,6.436355775,-0.336355775,-0.164411373,,,,
ANN,Training,0.109545942,13.745,14.07597725,-0.330977253,-0.161637155,,,,
ANN,Training,0.084341264,4.8,5.090415675,-0.290415675,-0.140715676,,,,
ANN,Training,1.001132915,10.134,11.1345663,-1.000566297,-0.507008181,,,,
ANN,Training,0.101601447,12.55,12.23125018,0.318749819,0.173489154,,,,
ANN,Training,0.083879657,8.492,8.202380151,0.289619849,0.158464046,,,,
ANN,Training,7.118744342,19.57,16.90190249,2.668097514,1.385272156,,,,
ANN,Training,0.65592571,16.55,17.35989241,-0.809892406,-0.408659443,,,,
ANN,Training,0.010081102,14.776,14.87640469,-0.100404689,-0.042708861,,,,
ANN,Training,0.153723858,1.43,1.822076342,-0.392076342,-0.193151792,,,,
ANN,Training,0.06307334,20,20.25114406,-0.251144063,-0.120459554,,,,
ANN,Training,0.215548263,1.36,0.895728244,0.464271756,0.248548716,,,,
ANN,Training,0.074352138,22.1,21.82732412,0.272675885,0.149724425,,,,
ANN,Training,0.050710088,14.51,14.735189,-0.225189005,-0.107072051,,,,
ANN,Training,0.004465269,1.13,1.063177332,0.066822668,0.043546259,,,,
ANN,Training,0.00943421,1.43,1.52712986,-0.09712986,-0.041019719,,,,
ANN,Training,0.032557862,19.655,19.47456203,0.180437973,0.102148524,,,,
ANN,Training,0.211171077,6.146,6.605533543,-0.459533543,-0.227945913,,,,
ANN,Training,0.035382847,16.4,16.21189671,0.188103289,0.106102259,,,,
ANN,Training,1.015910336,30.1,29.09207622,1.007923775,0.528961989,,,,
ANN,Training,19.81216332,22,17.54891437,4.451085634,2.30492943,,,,
ANN,Training,0.027719228,18.151,18.31749093,-0.166490926,-0.076795846,,,,
ANN,Training,2.221998854,10.986,12.47663706,-1.490637063,-0.759784483,,,,
ANN,Training,0.02414843,16.594,16.43860235,0.155397652,0.089232839,,,,
ANN,Training,0.004465269,1.13,1.063177332,0.066822668,0.043546259,,,,
ANN,Training,0.013213183,24.2,24.31494861,-0.11494861,-0.050210551,,,,
ANN,Training,0.069202439,16.275,16.53806356,-0.263063564,-0.126607579,,,,
ANN,Training,0.000375968,1.9,1.919389907,-0.019389907,-0.0009218,,,,
ANN,Training,0.006962075,18.348,18.43143905,-0.083439051,-0.033958061,,,,
ANN,Training,4.95584203,7.323,5.096827942,2.226172058,1.157328988,,,,
ANN,Training,0.000371372,8.1,8.080728973,0.019271027,0.019019336,,,,
ANN,Training,0.009082426,18.871,18.96630176,-0.095301764,-0.040076795,,,,
ANN,Training,0.047273428,6.309,6.526424534,-0.217424534,-0.103067172,,,,
ANN,Training,0.327734203,14.64,14.06751926,0.572480745,0.304362427,,,,
ANN,Training,0.177194106,12.98050108,13.40144538,-0.420944302,-0.208041756,,,,
ANN,Training,6.806469458,2.918,5.526921129,-2.608921129,-1.336590388,,,,
ANN,Training,0.019731223,3.4,3.259532127,0.140467873,0.081532126,,,,
ANN,Training,0.176495163,34.2,34.62011327,-0.420113274,-0.207613115,,,,
ANN,Training,0.131441549,17.2,16.83745131,0.362548686,0.196080413,,,,
ANN,Training,5.549493259,28.5,26.14426375,2.355736246,1.224157615,,,,
ANN,Training,0.702258278,2.78,3.618008519,-0.838008519,-0.423161608,,,,
ANN,Training,0.424815548,19.2,18.54822124,0.651778757,0.345263986,,,,
ANN,Training,1.02841795,17.54,18.55410944,-1.014109437,-0.513993671,,,,
ANN,Training,0.637518157,12.785,13.58344734,-0.798447341,-0.40275613,,,,
ANN,Training,0.182039546,11.3,10.87333907,0.426660927,0.229149219,,,,
ANN,Training,0.042107348,16.042,16.24720075,-0.205200751,-0.0967622,,,,
ANN,Training,0.074352138,22.1,21.82732412,0.272675885,0.149724425,,,,
ANN,Training,2.788826879,3.015,4.684978107,-1.669978107,-0.852287789,,,,
ANN,Training,0.013065751,10.79,10.90430552,-0.114305516,-0.049878845,,,,
ANN,Training,0.054873935,10.669,10.43474814,0.234251862,0.129905487,,,,
ANN,Training,1.633319509,16.84,18.11801389,-1.278013892,-0.650114406,,,,
ANN,Training,0.03491554,1.33,1.516857003,-0.186857003,-0.087300577,,,,
ANN,Training,9.405836076,18.003,14.93610645,3.066893555,1.590969365,,,,
ANN,Training,0.00943421,1.43,1.52712986,-0.09712986,-0.041019719,,,,
ANN,Training,0.120266801,1.65,1.996795041,-0.346795041,-0.1697959,,,,
ANN,Training,1.09660283,25,26.04718806,-1.047188058,-0.531055476,,,,
ANN,Training,0.000945537,1.75,1.780749592,-0.030749592,-0.006781075,,,,
ANN,Training,0.011845136,4.86,4.751164636,0.108835364,0.065216219,,,,
ANN,Training,2.828795974,15.22,16.90190249,-1.681902486,-0.858438331,,,,
ANN,Training,0.258372759,36.416,36.92430381,-0.508303805,-0.253101396,,,,
ANN,Training,0.001604065,3.96,3.919949219,0.040050781,0.02973744,,,,
ANN,Training,0.011775518,4.7,4.808515059,-0.108515059,-0.046892154,,,,
ANN,Training,0.273659649,16.78,17.30312489,-0.523124888,-0.260746044,,,,
ANN,Training,0.401859495,10.076,10.70992389,-0.633923887,-0.31789567,,,,
ANN,Training,7.484917312,15.438,12.70214231,2.735857692,1.420222552,,,,
ANN,Training,37.75197708,20,26.14426375,-6.144263754,-3.160104255,,,,
ANN,Training,13.51854721,22.31,18.6332423,3.676757704,1.905534557,,,,
ANN,Training,0.381382619,33.1,32.48243817,0.617561834,0.327615051,,,,
ANN,Training,0.049488474,25.67,25.44753995,0.22246005,0.123823323,,,,
ANN,Training,0.457287967,22.3,21.62376929,0.676230706,0.357876191,,,,
ANN,Training,0.182039546,11.3,10.87333907,0.426660927,0.229149219,,,,
ANN,Training,0.062096301,3.1,3.349191293,-0.249191293,-0.119452324,,,,
ANN,Training,0.013514809,9.343,9.459253211,-0.116253211,-0.050883458,,,,
ANN,Training,0.000353012,8.938,8.956788602,-0.018788602,-0.00061165,,,,
ANN,Training,0.00939948,6.95,7.046950913,-0.096950913,-0.040927419,,,,
ANN,Training,0.001367341,10.851,10.81402242,0.036977578,0.028152296,,,,
ANN,Training,35.54670858,6.653,12.61510605,-5.962106052,-3.066148129,,,,
ANN,Training,0.613381029,14.531,15.31418646,-0.783186459,-0.394884635,,,,
ANN,Training,0.019731223,3.4,3.259532127,0.140467873,0.081532126,,,,
ANN,Training,0.644815119,7.05,7.85300381,-0.80300381,-0.405106336,,,,
ANN,Training,0.074352138,22.1,21.82732412,0.272675885,0.149724425,,,,
ANN,Training,0.000538223,15,15.02319962,-0.023199624,-0.002886835,,,,
ANN,Training,0.153723858,1.43,1.822076342,-0.392076342,-0.193151792,,,,
ANN,Training,3.98379578,17.575,15.57905517,1.995944834,1.038578819,,,,
ANN,Training,0.017196848,17.635,17.76613675,-0.131136755,-0.058560323,,,,
ANN,Training,8.237180819,27.5,24.62995108,2.870048923,1.489437786,,,,
ANN,Training,2.416543638,16.8,15.2454764,1.554523605,0.810895729,,,,
ANN,Training,4.009393927,10.9,8.897652895,2.002347105,1.041881081,,,,
ANN,Training,0.142852885,9,8.62204116,0.37795884,0.204028901,,,,
ANN,Training,8.972405395,14.74,17.73539737,-2.995397368,-1.535933099,,,,
ANN,Training,0.019731223,3.4,3.259532127,0.140467873,0.081532126,,,,
ANN,Training,0.148503913,15.46,15.84536205,-0.385362054,-0.189688592,,,,
ANN,Training,0.048032843,10.302,10.52116396,-0.219163964,-0.103964363,,,,
ANN,Training,0.160509815,15.05,14.64936324,0.400636762,0.215726072,,,,
ANN,Training,0.023293736,18.888,18.73537715,0.152622855,0.087801611,,,,
ANN,Training,22.69942685,12.6,17.36439155,-4.764391551,-2.448372362,,,,
ANN,Training,10.61044406,12.889,9.631632342,3.257367658,1.689215053,,,,
ANN,Training,1.61647E-05,15.184,15.17997946,0.004020539,0.011153203,,,,
ANN,Training,0.071770429,18.834,19.10190004,-0.267900036,-0.12910221,,,,
ANN,Training,0.059887497,6.5,6.255280778,0.244719222,0.135304504,,,,
ANN,Training,32.89856182,18.347,12.61127321,5.735726791,2.967541576,,,,
ANN,Training,2.249223716,26.8,25.30025878,1.499741216,0.782639219,,,,
ANN,Training,0.086951291,5.016,5.310875044,-0.294875044,-0.143015798,,,,
ANN,Training,0.03491554,1.33,1.516857003,-0.186857003,-0.087300577,,,,
ANN,Training,0.19837154,21.32,20.8746108,0.445389201,0.238809179,,,,
ANN,Training,0.226344017,4.031,4.506756258,-0.475756258,-0.236313516,,,,
ANN,Training,0.000945537,1.75,1.780749592,-0.030749592,-0.006781075,,,,
ANN,Training,0.016318599,19.855,19.72725573,0.127744273,0.07496935,,,,
ANN,Training,0.144905549,34.3,34.68066461,-0.380664614,-0.187265674,,,,
ANN,Training,0.081141542,7.184,7.468853545,-0.284853545,-0.137846754,,,,
ANN,Training,0.054955356,9.332,9.566425588,-0.234425588,-0.11183624,,,,
ANN,Training,3.423818095,12.9,14.75035621,-1.850356208,-0.945326004,,,,
ANN,Training,1.517683803,10.392,9.1600569,1.2319431,0.644510152,,,,
ANN,Training,0.283470571,9.1,8.567580456,0.532419544,0.28369904,,,,
ANN,Training,0.004465269,1.13,1.063177332,0.066822668,0.043546259,,,,
ANN,Training,1.138005975,3.7,4.766773629,-1.066773629,-0.541157625,,,,
ANN,Training,0.541871765,35.9,36.6361194,-0.736119396,-0.370607655,,,,
ANN,Training,0.022506435,30,30.15002145,-0.150021447,-0.068300963,,,,
ANN,Training,0.440399454,7.4,8.06362599,-0.66362599,-0.333215882,,,,
ANN,Training,0.002323405,2.55,2.50179829,0.04820171,0.033941653,,,,
ANN,Training,2.851714721,17.5,15.81129792,1.688702082,0.880104385,,,,
ANN,Training,7.923734386,21.32,24.13491286,-2.814912856,-1.442839997,,,,
ANN,Training,8.12957759,24.1,26.95124141,-2.851241412,-1.461578103,,,,
ANN,Training,0.066194046,14.06,14.31728204,-0.257282035,-0.123625493,,,,
ANN,Training,0.352646714,1.35,0.756159353,0.593840647,0.315379769,,,,
ANN,Training,14.59966332,16.57,12.74904942,3.820950577,1.979908594,,,,
ANN,Training,0.011775518,4.7,4.808515059,-0.108515059,-0.046892154,,,,
ANN,Training,0.126710768,10.145,10.50096456,-0.355964559,-0.174525496,,,,
ANN,Training,0.022506435,30,30.15002145,-0.150021447,-0.068300963,,,,
ANN,Training,0.000133963,16,16.01157426,-0.011574259,0.003109476,,,,
ANN,Training,5.999746083,17.849,15.39956209,2.449437912,1.272488514,,,,
ANN,Training,2.49009E-05,13.692,13.68700992,0.004990083,0.01165329,,,,
ANN,Training,3.111323945,28.438,30.20189454,-1.763894539,-0.900729464,,,,
ANN,Training,0.097849595,10,9.687190802,0.312809198,0.170425008,,,,
ANN,Training,0.113135208,6.1,6.436355775,-0.336355775,-0.164411373,,,,
ANN,Training,0.06307334,20,20.25114406,-0.251144063,-0.120459554,,,,
ANN,Training,0.116696832,7.864,8.205609181,-0.341609181,-0.167121056,,,,
ANN,Training,0.693110143,17.8,16.96746763,0.832532368,0.438495888,,,,
ANN,Training,3.725920314,7.325,9.255264312,-1.930264312,-0.986542246,,,,
ANN,Training,0.49780671,11.27,10.56444581,0.705554186,0.373001111,,,,
ANN,Training,11.83526371,11.968,8.52775819,3.44024181,1.78354072,,,,
ANN,Training,0.000375968,1.9,1.919389907,-0.019389907,-0.0009218,,,,
ANN,Training,3.4356274,28,26.14645545,1.85354455,0.965129391,,,,
ANN,Training,0.96518475,31.5,32.48243817,-0.982438166,-0.497657772,,,,
ANN,Training,0.036524853,1.7,1.508885236,0.191114764,0.107655565,,,,
ANN,Training,0.084341264,4.8,5.090415675,-0.290415675,-0.140715676,,,,
ANN,Training,0.002147146,9.11,9.06366269,0.04633731,0.032980004,,,,
ANN,Training,0.032116392,24.9,25.07921047,-0.179210468,-0.083356529,,,,
ANN,Training,1.900059293,16.124,17.50242638,-1.378426383,-0.701906718,,,,
ANN,Training,4.83501428,31.8,29.60113341,2.19886659,1.14324495,,,,
ANN,Training,0.307841682,8.67,8.115165176,0.554834824,0.29526074,,,,
ANN,Testing,1.147535736,12.78957257,11.71834163,1.071230944,0.561615542,,,,
ANN,Testing,8.501798524,4.4,1.484215625,2.915784375,1.513027928,,,,
ANN,Testing,1.006102217,14.513,15.51604647,-1.003046468,-0.508287442,,,,
ANN,Testing,0.000945537,1.75,1.780749592,-0.030749592,-0.006781075,,,,
ANN,Testing,1.866765365,3.71,5.076296221,-1.366296221,-0.695650035,,,,
ANN,Testing,4.352313106,31.13,33.21621981,-2.086219812,-1.066983394,,,,
